127.0.0.1 - - [14/Apr/2023:14:33:27 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:44 +0530] "GET /e-society/images/slider5.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:44 +0530] "GET /e-society/images/slider3.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:44 +0530] "GET /e-society/images/slider4.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:49 +0530] "GET /e-society/images/slider6.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:49 +0530] "GET /e-society/images/slider4.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:49 +0530] "GET /e-society/images/slider5.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:54 +0530] "GET /e-society/images/slider5.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:54 +0530] "GET /e-society/images/slider7.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:54 +0530] "GET /e-society/images/slider6.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/admin-home.jsp HTTP/1.1" 200 46588
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/amcharts.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/serial.js HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/export.min.js HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/css/export.css HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/light.js HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/index1.js HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/slider2.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/slider1.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:14:55 +0530] "GET /e-society/images/slider3.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:00 +0530] "GET /e-society/images/slider3.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:00 +0530] "GET /e-society/images/slider4.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:00 +0530] "GET /e-society/images/slider2.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/admin-view-all-members.jsp HTTP/1.1" 200 34081
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:02 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/admin-approve-registration-request.jsp HTTP/1.1" 200 34087
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:04 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/admin-approve-registration-request.jsp HTTP/1.1" 200 34087
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:15:19 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/admin-approve-registration-request.jsp HTTP/1.1" 200 34087
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:42 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/admin-view-all-members.jsp HTTP/1.1" 200 34081
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:47 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/admin-approve-registration-request.jsp HTTP/1.1" 200 34087
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:49 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/admin-approve-registration-request.jsp HTTP/1.1" 200 34087
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:16:54 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:17:15 +0530] "GET /e-society/index.jsp HTTP/1.1" 200 12402
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:17:19 +0530] "GET /e-society/member-signup.jsp HTTP/1.1" 200 10829
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:36 +0530] "POST /e-society/MemberController HTTP/1.1" 200 10928
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:40 +0530] "GET /e-society/admin-login.jsp HTTP/1.1" 200 5749
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:40 +0530] "GET /e-society/css/owl.carousel.css HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:40 +0530] "GET /e-society/js/owl.carousel.js HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "POST /e-society/AdminController HTTP/1.1" 200 46588
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/serial.js HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/amcharts.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/export.min.js HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/light.js HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/css/export.css HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/index1.js HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/admin/assets/css/AjaxLoader.gif HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/images/slider2.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/images/slider1.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:47 +0530] "GET /e-society/images/slider3.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/admin-approve-registration-request.jsp HTTP/1.1" 200 34087
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:49 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/admin-approve-registration-request.jsp HTTP/1.1" 200 34087
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:18:51 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:21:52 +0530] "GET /e-society/index.jsp HTTP/1.1" 200 12402
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:21:54 +0530] "GET /e-society/member-signup.jsp HTTP/1.1" 200 10829
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:29 +0530] "POST /e-society/MemberController HTTP/1.1" 200 10928
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:32 +0530] "GET /e-society/admin-login.jsp HTTP/1.1" 200 5749
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:32 +0530] "GET /e-society/css/owl.carousel.css HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:32 +0530] "GET /e-society/js/owl.carousel.js HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "POST /e-society/AdminController HTTP/1.1" 200 46588
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/amcharts.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/serial.js HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/export.min.js HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/css/export.css HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/light.js HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/index1.js HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/images/4.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/images/2.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/images/slider3.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/images/slider2.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/images/slider1.jpg HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/admin/assets/css/AjaxLoader.gif HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:40 +0530] "GET /e-society/images/3.jpg HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:42 +0530] "GET /e-society/admin-approve-registration-request.jsp HTTP/1.1" 200 34087
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:42 +0530] "GET /e-society/js/classie.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:42 +0530] "GET /e-society/js/jquery.nicescroll.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:42 +0530] "GET /e-society/js/SidebarNav.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:42 +0530] "GET /e-society/js/SimpleChart.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:42 +0530] "GET /e-society/js/scripts.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:42 +0530] "GET /e-society/js/bootstrap.js HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [14/Apr/2023:17:22:42 +0530] "GET /e-society/images/1.jpg HTTP/1.1" 404 781
